Source,Number of pages,Author,Creator,Fonts
./uploads/Blacksburg_Climate_Vulnera.pdf,43,Carol Davis,Microsoft® Publisher 2016,"ABCDEE+Calibri,ABCDEE+Calibri,ABCDEE+CenturyGothic-Bold"
